 Blood Bank Name, State, District, Address,Pincode, Mobile, Email, Website, Category, Blood Component Available, Latitude, Longitude
Moga Civil Hospital Blood Bank ,Punjab,MOGA,"Mina Bazar, New Town",142001,9872990328,bbch.moga@hotmail.com,,Government,YES,30.811673,75.169349
Banga Civil Hospital Blood Bank ,Punjab,NAWANSHAHR,"SH18, Gandhi Nagar Mohalla",144505,9463282194,bloodbankbanga@gmail.com,,Government,NO,31.184344,75.995988
Guru Nanak Mission Hospital Blood Bank,Punjab,NAWANSHAHR,"Phagwara - Mohali Expressway, ",144505,9041008101,"gnmh_dk@rediffmail.com, niveditagujral@gmail.com",,Charity,NO,31.193742,75.948973
"Blood Donors Council, Blood Bank ",Punjab,NAWANSHAHR,"Blood Donors Complex, Rahon Road",144514,9815498000,"bdcnsr@hotmail.com, bdcnsr@gmail.com",http://bloodbankbdcnsr.org/,Charity,NO,31.118537,76.116853
Pathankot Civil Hospital Blood Bank ,Punjab,PATHANKOT,Shahpur Road,145001,,bloodbankchptk@gmail.com,,Government,YES,32.2824637,75.6529524
Chintpurni Medical College and Hospital Blood Bank,Punjab,PATHANKOT,"Near Indian Heritage School, DLM City, Bungal,",145001,,cmch.bb@gmail.com,http://www.cmch.org.in/,Charity,NO,32.306064,75.757861
Nabha Civil Hospital Blood Bank,Punjab,PATIALA,Nabha,147201,9814190308,chnbha@gmail.com,,Government,NO,30.370999,76.146125
Government Medical College and Rajindra Hospital Blood Bank,Punjab,PATIALA,Sangrur Road,147001,9417153259,bloodbankrhp@gmail.com,http://www.gmcpatiala.com/,Government,YES,30.327696,76.386153
Military Hospital Blood Bank,Punjab,PATIALA,Patiala,147001,9872461083,,,Government,,30.326207,76.382177
Life Line Blood Centre,Punjab,PATIALA,"13-A, Walia Hospital, Corner View Colony, Dukhniwaran Road, Factory Area",147003,9914003848,rimpreet@yahoo.com,,Charity,YES,30.343682,76.399514
Gian Sagar Medical College and Hospital Blood Bank,Punjab,PATIALA,"Ramnagar (Banur),  District Patiala, Punjab",140601,NA,"hodbloodbank@giansagar.com, bloodbank.gsmch@yahoo.com",http://www.giansagar.org/,Charity,YES,30.528959,76.671462
Rajpura Civil Hospital Blood Bank,Punjab,PATIALA,"AP Jain Hospital, Rajpura",140401,9872803453,bloodbankchrajpura@gmail.com,,Government,NO,30.478441,76.584065
Ananadpur Sahib Civil Hospital Blood Bank,Punjab,RUPNAGAR,"Ward No:1, Nania Devi Road, Keshgarh Sahib",140118,9815315243,chanandpursahib1@gmail.com,,Government,NO,31.238973,76.494595
BBMB Hospital Blood Bank,Punjab,RUPNAGAR,BBMB Hosital Nangal Town Ship,140124,"09417026767, 09417064672",chnangal@gmail.com,,Government,NO,31.382789,76.364112
Rupnagar Civil Hospital Blood Bank ,Punjab,RUPNAGAR,"Ali Mohalla, Mil Mil Nagar, Gugga Mari Mohalla, Near Bela Chowk ",140001,9876708982,bbchrpr@yahoo.com,,Government,YES,30.966052,76.52516
Kharar Civil Hospital Blood Bank,Punjab,S.A.S Nagar (Mohali),"Civil Hospital Road, Guru Teg Bahadur Nagar, Near Bus Stand
",140301,9855031102,ictcchkharar@gmail.com,,Government,YES,30.752837,76.632796
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,Punjab,S.A.S Nagar (Mohali),"Sector 77, Ajitgarh, Sohana, Sahibzada Ajit Singh Nagar
",140308,8725001326,sghsbloodbank@gmail.com,http://www.sghshospitals.com/,Charity,YES,30.69336,76.698763
"Fortis Hospital Mohali, Blood Bank",Punjab,S.A.S Nagar (Mohali),"Sector 62, Phase - VIII, Sahibzada Ajit Singh Nagar,",160062,9357232032,gopal.uniyal@fortishealthcare.com,http://www.fortishealthcare.com/india/hospitals-in-punjab/fortis-hospital-mohali#.VIq07c17jUY,Private,YES,30.694086,76.730141
Silver Oaks Hospital Blood Bank,Punjab,S.A.S Nagar (Mohali),"Phase 9, Sector 63, SAS Nagar, Sahibzada Ajit Singh Nagar
Punjab India, SAS Nagar",160063,7696040405,silveroakslab@yahoo.in,,Private,NO,30.692232,76.733098
Grecian Super Speciality Hospital Blood Bank,Punjab,S.A.S Nagar (Mohali),"Sector 69 , Sahibzada Ajit Singh Nagar",160062,"09815157018, 09501620619",hadlabgrecian@gmail.com,http://www.grecianhospital.com/,Private,NO,30.691127,76.723553
Ivy Health and Life Sciences Private Limited,Punjab,S.A.S Nagar (Mohali),"IVY Hospital, Sector-71",160071,7508699443,,"headbloodbank@ivyhospital.com, bloodbank@ivyhospital.com",htt://www.ivyhospital.com,Private,YES,30.706958,76.708016
Max Super Specialty Hospital Blood Bank,Punjab,S.A.S Nagar (Mohali),"Near Civil Hospital, Phase-VI, Sector 56A",160055,9815073734,kuldeep.singh@maxhealthcare.com,https://www.maxhealthcare.in/hospital-network/max-super-speciality-hospital-mohali,Private,YES,30.73975,76.714419
Mohali Civil Hospital Blood Bank,Punjab,S.A.S Nagar (Mohali),"Phase 6, 56A, Sector 56, Sahibzada Ajit Singh Nagar

",160055,9463448383,bloodbankmohali@gmail.com,,Government,NO,30.739307,76.713957
Malerkotla Civil Hospital Blood Bank ,Punjab,SANGRUR,"Railway Rd, Agar Nagar",148023,01675 253057,civilhospitalmalerkotla@gmail.com,,Government,NO,30.26952,75.809513
Civil Hospital Blood Bank,Punjab,SANGRUR,"Civil Hospital, Nasrali, Mandi Gobindgarh",147301,9814190308,smochnabha@gmail.com,,Government,,30.668559,76.294889
Sangrur Civil Hospital Blood Bank ,Punjab,SANGRUR,"Mubarik Mehal Colony, Dhuri Road, Mahavir chowk",148001,095924 97905,bloodbanksangrur@gmail.com,,Government,,30.251874,75.836328
Muktsar Civil Hospital Blood Bank ,Punjab,SRI MUKTSAR SAHIB,"Canal Colony, Bathinda Road, Sri Muktsar Sahib ",152026,094641-42424,bloodbankchmuktsar@gmail.com,,Government,YES,30.463286,74.537174
Patti Civil Hospital Blood Bank ,Punjab,Tarn Taran," Civil Hospital Patti, Taran taran ",143416,9878683585,civilhospitalpatti@yahoo.in,,Government,NO,31.274623,74.853386
Tarn Taran Civil Hospital Blood Bank ,Punjab,Tarn Taran,"NH 15, Guru Teg Bahadur Nagar",143401,9779780854,bloodbanktarntaran@gmail.com,,Government,YES,31.458838,74.923433
Guru Nanak Dev Super Speciality Hospital Blood Bank,Punjab,Tarn Taran,"Goindwal Sahib Road, Bachre",143401,8872089100,gndssh.bb@gmail.com,http://www.gndssh.com/,Private,YES,31.446706,74.937133
Amrit Kaur Government Hospital Blood Bank,Rajasthan,AJMER,"Rajasthan State Highway 59, Champa Nagar",305901,"09460803698, 09468562048",pmoakh@rediffmail.com,,Government,NO,26.080635,74.326431
J.L.N. and A.G. Hospital Blood Bank,Rajasthan,AJMER,"JLN Hospital,  Ajmer",305004,9414588664,jlnbloodbank@gmail.com,,Government,YES,26.469566,74.636014
North Western Railway Hospital Blood Bank,Rajasthan,AJMER,"Beawar Road, Ramganj, ",305001,,bloodbanknwrajmer@gmail.com,,Government,NO,26.439622,74.639781
Military Hospital Blood Bank,Rajasthan,AJMER,"Military Hospital, Nasirabad",305601,9001196502,na,,Government,,26.310265,74.727086
"RAJKIYA MAHILA CHIKITSALAYA, AJMER",Rajasthan,AJMER,"LOHAGAL ROAD, AJMER",305001,9460022606,bloodbankrmcajmer@gmail.com,,Government,NO,26.52447481,74.66235606
Mittal Hospital and Research Centre Blood Bank,Rajasthan,AJMER,Pushkar Road,305004,"09414009378, 09828162142",info@mittalhospital.com,http://www.mittalhospital.com/,Private,YES,26.474396,74.612285
Government Y.N. Hospital Blood Bank,Rajasthan,AJMER,"Kishangarh Road, Mitra Niwas Colony
Near R.K House",305801,9414506583,bloodbankynh@gmail.com,,Government,NO,26.581635,74.861008
Rajiv Gandhi Government General Hospital Blood Bank,Rajasthan,ALWAR,"Bijli Ghar Ka choraha, Mangal Marg",301001,9414325671,bloodbankalwar@gmail.com,,Government,NO,27.57247,76.458792
Seth Makhan Lal Mahawar Charitable Blood Bank Society,Rajasthan,ALWAR,"Red Cross Bhavan, Near Income Tax Bhawan, Moti Dungari, ",301001,9414025841,"smmbbsalwar@yahoo.in, bloodbankalwar@yahoo.com",,Charity,YES,27.550891,76.615215
Kailash Hospital Blood Bank,Rajasthan,ALWAR,"Delhi-Jaipur NH-08, Behror, Near Bharat Petrol Pump

",301701,9414100844,"kailash.behror@kailashhealthcare.com, ms.behror@kailashhospital.com",,Private,YES,27.88214,76.286106
Mahatma Gandhi Government Hospital Blood Bank,Rajasthan,BANSWARA,Bikaner,327001,"09414220187, 09414220185",,,Government,NO,23.553246,74.442491
"Baran Government Hospital, Blood bank",Rajasthan,BARAN,"Government Hospital, Kota Road, Gandhi Colony",325205,9414762599,ictc_govthospital.baran@yahoo.com,,Government,NO,25.104377,76.503388
Barmer Government Hospital Blood Bank,Rajasthan,BARMER,Railway Colony,344001,9351480785,bbbarmer@gmail.com,,Government,NO,25.7505,71.396354
R. B. M. Hospital Blood bank,Rajasthan,BHARATPUR,"Vikas Nagar, Near circular road",321001,9784223733,bloodbankrbmbharatpur@gmail.com,,Government,NO,27.22366,77.506446
Raj Blood Bank Society,Rajasthan,BHARATPUR,"Mori Char Bag, Near Janana hospital",321001,"09001994820, 09414043831",doctor.vinod.bansal@gmail.com,,Government,YES,0,0
Jindal Super Speciality Hospital Blood Bank,Rajasthan,BHARATPUR,"S.P.M. Nagar, U.I.T Colony",321001,9414180505,"bbraj2496@gmail.com, jindallabbtp@gmail.com",http://www.jindalhospital.in/,Private,YES,27.230266,77.477799
Mahatma Gandhi Hospital Blood Bank,Rajasthan,BHILWARA,"Swami Ram Charan Marg, Bhopal Ganj",311001,9887750361,bloodbank.bhl@gmail.com,,Government,NO,25.347562,74.641874
Bhupal Singh Dhariwal Memorial Blood Bank ,Rajasthan,BHILWARA,"Sector:8, R C Vyas Colony, Near Sahakari Bhumi vikas bank",311001,9799842376,drdeeptidhariwal@yahoo.co.in,,Charity,NO,25.358359,74.645124
Ram Snehi Hospital Blood Bank ,Rajasthan,BHILWARA,Nehru Road,311001,9414218849,ramsnehi@gmail.com,,Charity,YES,25.349758,74.643888
Prince Bijoy Memorial Man&#39,s Hospital Blood bank,Rajasthan,Bikaner,"National Highway 89, SP Medical College Road, Near Ambedkar Circal","01512226333 Ext-125, 0151 2226334, 0151 2226338 ",,,MD,Government,Applied for Renewal,28.012378,73.327022
Sanjeevani Jan Sewa Samiti Blood Bank,Rajasthan,BIKANER,"2nd Floor, Chalana Hospital Campus, Sector-6, JN Vyas Colony, Near Police Station",334001,9414846088,sanjiwanibloodbank@gmail.com,,Charity,NO,28.011857,73.354305
Kothari Medical Centre and Research Institute Blood Bank,Rajasthan,BIKANER,"NH-15, Bangla Nagar, Bikaner.",334004,N/A,na,,Private,NO,28.02578,73.298469
P.B.S.S.General Hospital Blood Bank,Rajasthan,BUNDI,"Opposite to Road Wave bus stand Bumdi, Near to DC office",323001,9828030210,govtbloodbankbumdi@gmail.com,,Government,NO,25.441477,75.644144
Shree Sanwaliyaji Government Hospital Blood Bank,Rajasthan,CHITTORGARH,"A63, Udaipur Rd, Senthi, Bapu Nagar, Chittorgarh",312001,,thepmochittorgarh@yahoo.com,,Government,NO,24.619153,74.681808
Rajasthan Atomic Power Station (R.A.P.S) Hospital Blood Bank ,Rajasthan,CHITTORGARH,Chittaurgarh,323307,,abmathur@npcil.com,,Government,NO,24.873676,75.617899
Government D.B. Hospital Blood Bank,Rajasthan,CHURU,"Near Polica Line, Churu.",311001,"09887750361, 09660932215",bloodbank.rtgh@gmail.com,,Government,NO,28.28984,74.959757
Ratangarh General Hospital Blood Bank,Rajasthan,CHURU,"Man Nagar, Churu",331022,9414080853,bloodbank.rtgh@gmail.com,,Government,NO,28.07138,74.623013
Lion Charitable Trust Blood Bank,Rajasthan,CHURU,"Near Kanoi Balika School, Adarsh Colony, Ramgariya Dharamshala Road.",331507,9784000132,lctbloodbanksujangarh@gmail.com,,Charity,NO,27.697179,74.471967
Shri Ramkaran Joshi General Hospital Bood bank,Rajasthan,DAUSA,"Lalsot, Dausa, NH-11A, Lalsot Road, ",303303,"087410 11022, 09828035733",bbdausa2014@gmail.com,,Government,NO,26.883949,76.335767
Dholpur Government Hospital,Rajasthan,DHOLPUR,"Madina Colony,  Hospital Road",328001,9799045946,dhbloodbank@gmail.com,,Government,NO,26.690079,77.899636
Shri Haridev Joshi General Hospital Blood bank,Rajasthan,DUNGARPUR,"New Colony, Dungarpur.",314001,9829237372,dungunpurbloodbank@gmail.com,,Government,NO,23.858847,73.71089
Life Line Blood Bank,Rajasthan,HANUMANGARH,"1st floor Bombay hospital campus, Town Road, Hanumangarh Junction",335512,9314207889,bloodbanklifeline@gmail.com,,Charity,NO,29.609166,74.297906
District Hospital Blood Bank,Rajasthan,HANUMANGARH,N/A,335512,9414063157,bloodbankhanumangarg@gmail.com,,Government,NO,0,0
Sawai Man Singh (S.M.S) Hospital Blood Bank,Rajasthan,JAIPUR,"J.L.N. Marg, Near Maharani College",302004,9887760510,bloodbanksms@gmail.com,http://www.education.rajasthan.gov.in/smsmcjaipur,Government,YES,26.906044,75.816216
Santokba Durlabhji Medical Hopsital Blood bank,Rajasthan,JAIPUR,"Santokba Durlabhji Memorial Hospital cum Medical Research Institute
5th Floor, SDMH OPD Block, Bhawani Singh Road, Bapu Nagar",302015,9414043886,dineshchaturvedi36@yahoo.in,http://sdmh.in/,Charity,YES,26.893786,75.812174
Government Mahila Chikitsalaya Blood Bank,Rajasthan,JAIPUR,"Opposite Sangneri Gate, Adarsh Nagar ",302003,9929607025,bbmcs@gmail.com,,Government,NO,26.914775,75.824649
Zanana Hospital Blood Bank,Rajasthan,JAIPUR,"Chand-Pole Gate, Station Road, Reserve Police Line",302006,9772846146,bloodbankzh@gmail.com,,Government,NO,26.925927,75.806748
Bhagwan Mahaveer Cancer Hospital & Research Centre Blood Bank,Rajasthan,JAIPUR,"Jawahar Lal Nehru Marg, Bajaj Nagar, Near Saras Sankul",302017,9414273735,bmchrc@hotmail.com,http://www.bmchrc.org/,Charity,YES,26.863267,75.805818
Jaipuria Hospital Blood Bank ,Rajasthan,JAIPUR,"Milap Nagar, Tonk Road, Jaipur",302018,9414980219,rajarambasira@gmail.com,http://www.jaipuria.co/hospital/index.html,Government,YES,26.856547,75.800524
Mahatama Gandhi National Institute of Medical Sciences (MGNIMS) Blood Bank,Rajasthan,JAIPUR,"Riico Institutional Area, Sitapura, Tonk Road, ",302022,,mghbloodbank@gmail.com,http://www.mgmch.org/,Private,YES,26.770811,75.855209
Swasthya Kalyan Blood Bank and Thalesemia Research Center,Rajasthan,JAIPUR,"Swasthya Kalyan Bhawan, Narain Singh Road,  Near Trimurti Circle.
",302003,9414144014,"swasthyajp1@gmail.com, swasthyakalyan@gmail.com",http://www.monilekhospital.com/,Charity,YES,26.916784,75.829997
Monilek Hospital and Research Center Blood Bank,Rajasthan,JAIPUR,"Sector 4, Jawahar Nagar,  Monilek meag Jawahar nagar, Near UDB Building jawahar nagar",302004,09001994821-23,kumarsarvesh892@gmail.com,http://monilekhospital.com/,Charity,YES,26.88687,75.83414
National Institute of Medical Sciences Blood bank,Rajasthan,JAIPUR,"Shobha Nagar, Jaipur-Delhi Highway (NH-11C)",303121,9214556402,bloodbanknims@gmail.com,http://nimsuniversity.org/,Charity,YES,27.192337,75.954816
Agrasen Blood Bank,Rajasthan,JAIPUR,"Puran mal Phoola Devi Memorial Trust, Maharaja Agrasen Hospital Campus, Sector No-7, Vidyadhar Nagar.",302023,9460421006,"agarsenbloodbank@gmail.com, swasthya1@rediffmail.com",,Charity,YES,26.957297,75.777845
S.K. Soni Blood Bank,Rajasthan,JAIPUR,"Sector 5, Vidhyadhar Nagar,  Main Sikar Road,",302013,,ravindrakashyap3@gmail.com,,Charity,YES,26.968848,75.773365
Fortis Escorts Hospital Blood Bank,Rajasthan,JAIPUR,"Jawahar Lal Nehru Marg,  Malviya Nagar.",302017,,bloodbank.jaipur@fortishealth.com,http://www.fortishealthcare.com/india/hospitals-in-rajasthan/fortis-escorts-hospital-jaipur,Private,YES,26.846176,75.803437
Narayana Multispeciality Hospital Blood bank,Rajasthan,JAIPUR,"Sec-28, Kumbha Marg, Prathap Nagar-Sanganer,",302033,9414088635,info.jpr@nhhospital.org,http://www.narayanahealth.org/patients/locations/Jaipur,Private,YES,26.794932,75.824591
Apex Swasthya Kalyan Blood Bank,Rajasthan,JAIPUR,"Apex Hospital Pvt. Ltd.
SP-4 & 6, Malviya Nagar Industrial Area, Malviya Nagar, ",302017,9414962333,apexskbloodbank@gmail.com,http://www.apexhospital.in/,Private,YES,26.854701,75.82519
Metro Blood Bank ,Rajasthan,JAIPUR,"Metro Manas Arogya Sadan (MAS) Heart Care and Multispeciality Hospital
Shipra Path, Mansarovar, Near Technology Park",302020,094689 70062,metromas@metrohospitals.com,,Private,YES,26.868106,75.768461
Pushpa Devi Memorial Blood Bank ,Rajasthan,JAIPUR,"52-53, Ashok Vihar, Ambabari Bridge, Behind petol pump, Jhotwara Road",302012,9414806888,bloodbnkjaipur@gmail.com,,Charity,YES,26.938802,75.780923
Life care Blood Bank,Rajasthan,JAIPUR,"Life Care Blood Bank,  Shri Balalji Hospital Campus,  46-D, Paramhans Colony,  Murlipura, Jaipur.",302032,9414088635,,,Private,,26.967938,75.766452
Sevaytan Swasthay Kalyan Blood Bank,Rajasthan,JAIPUR,"Sevayatan Hospital, Ajmer Rd, Mittal Colony, Sodala
",302006,9982211000,sevayatanskbb@gmail.com,,Charity,YES,26.901102,75.770403
Government BDM Hospital Blood Bank,Rajasthan,JAIPUR,"Kotputli,  NH-8, Near Morargi Dhramsala",303108,9414354122,bloodbankkotputli@gmail.com,,Government,,27.702019,76.190905
Government S.J. Hospital Blood Bank,Rajasthan,JAISALMER,Hanuman Circle,345001,9414396743,pariharpc@yahoo.com,,Government,NO,26.241797,73.021563
Jalore Government General Hospital Blood Bank,Rajasthan,JALORE,"Vedhaynath Colony, Jalore",343001,9414398586,drsatyatsharma18@yahoo.com,,Government,NO,25.235099,72.504023
Jhalawar Hospital and Medical College Blood Bank,Rajasthan,JHALAWAR,"N.H.-12, Kota Road
",326001,9414349145,s.r.g.h.bloodbankjwr@gmail.com,http://jmcjhalawar.org/,Government,YES,24.586774,76.160622
Government B.D.K. Hospital Blood Bank,Rajasthan,JHUNJHUNU,"Man Nagar, Opposite Bus Depot, Road No:1",333001,9414383629,bloodbankjhunjhunu@gmail.com,,Government,NO,28.116641,75.395501
Birla Sarvajanik Hospital Blood Bank,Rajasthan,JHUNJHUNU,"13, Chirawa-Pilani Rd, Norangpura, Pilani",333001,9982211000,grs_bsh@yahoo.com,,Charity,NO,28.358777,75.604018
Mahatma Gandhi Hospital Blood Bank,Rajasthan,JODHPUR,"Jalori Bari Road, Jaswant Sarai, Ratanada",342001,9828030210,drbehramgh@gmail.com,,Government,YES,26.282878,73.018759
Mathura Das Mathur Government Hospital Blood Bank,Rajasthan,JODHPUR,"Main RoadMain Road, Sector-C, Shastri Nagar, Jodhpur.",342003,9982599995,drgcbyadwal@gmail.com,,Government,NO,26.266415,73.009226
Umaid Hospital Blood Bank,Rajasthan,JODHPUR," Siwanchi Gate Road, Pratap Nagar",342003,9414325795,manjubohra59@gmail.com,,Government,YES,26.284673,73.009906
Military Hospital Blood Bank,Rajasthan,JODHPUR,"Cantt Area, Jodhpur.
",342006,9414084387,,,Government,,26.289543,73.047169
Kanun Devi Parasmal Mehta Medical and Blood Bank,Rajasthan,JODHPUR,"733, 1st - C Road, Sardarpura",342003,9784732000,parasbloodbank@rediffmail.com,,Charity,YES,26.27777,73.015288
Kalapurnam General Hospital Khichan Blood Bank,Rajasthan,JODHPUR,"Bhatiyara Mohalla, Jodhpur.",342308,"07568288089, 09414794973",abstractjodhpur@gmail.com,,Charity,NO,27.115405,72.415203
Ambika Hospital Blood Bank,Rajasthan,JODHPUR,"B-22,23, Saraswati Nagar,  Madhuban Housing Board, Basni",342005,9610444411,,,Charity,YES,26.231723,73.021055
AIIMS Hospital Blood Bank,Rajasthan,JODHPUR,"Basni Industrial Area, Phase-2, Jodhpur.",342005,N/A,dr.mandal@gmail.com,http://www.aiimsjodhpur.edu.in/,Government,YES,26.241422,73.004365
Jodhpur Medical College,Rajasthan,JODHPUR,"Near Sriram Excellency Hotel, Opposite Petrol Pump
Jodhpur. ",342003,0291 2740741,,http://medicaleducation.rajasthan.gov.in/,Private,,26.269415,73.007401
Government Hospital Karauli Blood Bank,Rajasthan,KARAULI,Gulab Bagh,322255,9887117390,pmokarauli@gmail.com,,Government,NO,26.500853,77.025833
Kota Blood Bank Society,Rajasthan,KOTA,"Kota, 1-Basant Bihar, Dadabari, Near Modi College",324009,7442410100,kotabloodbank_97@rediffmail.com,http://www.kbbskota.com,Charity,YES,25.15205,75.835195
Krishna Rotary Blood Bank,Rajasthan,KOTA,"1-A- 12, S.F.S., Doctor’s Enclave, Talwandi",324005,"094141 88106, 09929603369",drved1944@gmail.com,,Charity,YES,25.153422,75.851833
Maharao Bhimsingh Hospital Blood Bank,Rajasthan,KOTA,"Maharao Bhimsingh Hospital, Nayapura
Kota.",324001,8058706597,,,Government,,25.198998,75.856664
New Hospital  Medical College Blood Bank,Rajasthan,KOTA,"Ganesh Nagar Road, Rama Krishna Puram, Kota.",324010,N/A,,,Private,,25.119971,75.831146
Shri Ram Blood Bank,Rajasthan,KOTA,"Shri Ram Hospital , Sheela Choudhary Rd, New Rajeev Gandhi Nagar, VIP Colony, Talwandi,",324005,9414167587,shrirambloodbank@gmail.com,,Private,NO,25.144698,75.837722
Sudha Blood Bank,Rajasthan,KOTA,"Sudha Hospital and Research Centre Private Limited, 11-A, Talwandi, Jhalawar Road, VIP Colony, Talwandi, Kota.",324005,"09461736905, 09166457841","sudhabloodbank57@gmail.com, sudhahospitalkota@gmail.com",http://sudhahospitalkota.com/,Private,YES,25.150517,75.852151
Bharat Vikas Parishad Chikitshalya Blood Bank,Rajasthan,KOTA,"Pratap Nagar, Dada Bari",324009,"094141 80505, 09571311112",bvphosp@gmail.com,,Charity,YES,25.16239,75.831475
Government Hospital Blood Bank,Rajasthan,NAGAUR,"Bikaner Road, Near Balwa Nagaur
",341001,9414463645,govtbloodbanknagaur@gmail.com,http://www.rajswsthya.com,Government,NO,27.207987,73.737224
